"","id","name","host_since","host_location","host_response_time","host_is_superhost","listing_count","neighbourhood","property_type","room_type","accommodates","bathrooms","bedrooms","amenities","price","cleaning_fee","minimum_nights","maximum_nights","number_of_reviews","review_scores_rating","reviews_per_month"
"60",735970,"Part of a Large Condo Jamaica Plain","2012-10-11","Boston, Massachusetts, United States","N/A","f",1,"Jamaica Plain","Bed & Breakfast","Private room",2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Breakfast,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer}","$55.00","",300,365,3,100,0.06
"61",4262255,"Beautiful and sunny condo ","2014-09-28","Boston, Massachusetts, United States","within a few hours","t",1,"Jamaica Plain","Apartment","Private room",2,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}","$80.00","",2,8,57,99,2.48
"62",4000384,"Sunlit room with private bath","2013-12-30","Boston, Massachusetts, United States","within a day","f",1,"Jamaica Plain","House","Private room",2,1,1,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$120.00","",2,1125,58,97,2.36
"63",6693305,"Bed, Bath and Beyond III in JP","2014-04-15","Boston, Massachusetts, United States","within a few hours","t",4,"Jamaica Plain","Apartment","Private room",2,1,1,"{TV,""Wireless Internet"",Kitchen,""Smoking Allowed"",Breakfast,""Pets live on this property"",Cat(s),""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$65.00","",1,1125,1,100,0.07
"64",6730758,"Private studio by subway w/parking","2010-08-20","Boston, Massachusetts, United States","within an hour","t",1,"Jamaica Plain","Apartment","Private room",4,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Dog(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$100.00","",2,14,46,97,3.03
"65",6248970,"Spacious room convenient to subway","2015-05-02","US","within an hour","t",1,"Jamaica Plain","Apartment","Private room",1,1,1,"{}","$65.00","",3,30,68,96,4.29
"66",12806707,"Artistic House Next To Jamaica Pond","2012-11-27","Cambridge, Massachusetts, United States","within a few hours","f",1,"Jamaica Plain","House","Private room",1,1,1,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Indoor Fireplace"",Heating,""Suitable for Events"",Washer,Dryer,Essentials,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$60.00","",2,1125,0,NA,NA
"67",14246616,"Cozy Room off Centre St, JP!","2013-02-11","Boston, Massachusetts, United States","a few days or more","f",1,"Jamaica Plain","Apartment","Private room",2,1,1,"{TV,""Wireless Internet"",Kitchen,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,Iron}","$63.00","",2,5,3,73,2.73
"68",3703674,"Private floor in Jamaica Plain home","2013-10-10","Boston, Massachusetts, United States","within a few hours","f",1,"Jamaica Plain","Townhouse","Private room",2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$75.00","",1,1125,4,100,0.62
"69",4792901,"Spacious room in secluded townhouse","2014-12-10","Boston, Massachusetts, United States","N/A","f",1,"Jamaica Plain","House","Private room",2,1,1,"{Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}","$65.00","$10.00",1,1125,2,90,0.16
"70",5717528,"Charming Victorian near T","2013-07-10","Boston, Massachusetts, United States","within a day","f",1,"Jamaica Plain","Apartment","Private room",1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",Essentials}","$110.00","",1,34,7,94,0.48
"71",5601743,"Beautiful, Expansive Space in JP","2014-08-01","Boston, Massachusetts, United States","within a few hours","f",4,"Jamaica Plain","House","Private room",2,1,1,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$46.00","$50.00",2,40,18,82,1.46
"72",13333862,"Sunny room, colorful artist home","2013-02-24","Boston, Massachusetts, United States","within a day","f",2,"Jamaica Plain","Apartment","Private room",3,1,1,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron}","$75.00","$50.00",2,7,0,NA,NA
"73",519272,"Cozy Room + Private Bath, JP Boston","2012-05-23","Boston, Massachusetts, United States","N/A","f",1,"Jamaica Plain","Apartment","Private room",2,1.5,1,"{Internet,""Wireless Internet"",""Air Conditioning"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}","$62.00","$25.00",3,10,9,98,0.31
"74",14090779,"Lovely room with private half bath","2013-04-26","Boston, Massachusetts, United States","within a day","f",2,"Jamaica Plain","Condominium","Private room",2,1.5,1,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,Essentials,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$69.00","$15.00",2,1125,0,NA,NA
"75",8481291,"Beautiful, airy room in JP","2013-08-14","Cambridge, Massachusetts, United States","N/A","f",1,"Jamaica Plain","Apartment","Private room",2,1,1,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$69.00","$20.00",2,29,4,100,0.36
"76",6990904,"Cozy JP bedroom near Orange Line T","2015-06-23","Boston, Massachusetts, United States","within a day","f",2,"Jamaica Plain","House","Private room",2,2,1,"{Internet,""Wireless Internet"",""Air Conditioning"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}","$73.00","$50.00",1,1125,19,99,1.35
"77",197727,"Great Boston neighborhood Jamaica PLain","2011-08-13","Boston, Massachusetts, United States","within a few hours","f",1,"Jamaica Plain","Apartment","Private room",1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Hair Dryer"",Iron}","$85.00","",2,180,22,99,0.36
"78",932853,"Qn BR/Private Bath/Superhost/JP Ctr","2013-02-09","Boston, Massachusetts, United States","within a few hours","t",4,"Jamaica Plain","Apartment","Private room",2,2,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_50""}","$120.00","$80.00",1,1125,17,96,0.41
"79",11159585,"Mark P.Coleman","2016-02-05","Boston, Massachusetts, United States","within a few hours","f",1,"Jamaica Plain","House","Private room",2,3.5,1,"{""Cable TV"",""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",""Lock on Bedroom Door"",""24-Hour Check-in""}","$125.00","",2,1125,1,100,0.21
"80",9677354,"JP Gem","2011-02-14","Boston, Massachusetts, United States","within a day","f",1,"Jamaica Plain","Apartment","Private room",1,1,1,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}","$70.00","",1,1125,7,93,1.35
"81",13426831,"Cozy, comfortable, colorful room near orange line","2014-06-29","Boston, Massachusetts, United States","within an hour","f",1,"Jamaica Plain","Condominium","Private room",2,1,1,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$100.00","$10.00",1,3,0,NA,NA
"82",7956634,"The Blue Room in JP","2013-08-14","Boston, Massachusetts, United States","within a day","f",1,"Jamaica Plain","Condominium","Private room",2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49""}","$61.00","$10.00",1,1125,7,97,0.78
"83",568234,"Parking/Pvt Bath/Hip Neighborhood!","2012-07-01","Boston, Massachusetts, United States","within an hour","f",2,"Jamaica Plain","House","Private room",4,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$125.00","",1,60,132,97,2.61
"84",1030500,"Cozy den, private apt/kitchen/bath","2013-03-28","Boston, Massachusetts, United States","within a few hours","f",1,"Jamaica Plain","Apartment","Private room",2,1,1,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,Shampoo}","$100.00","",1,1125,14,88,0.35
"85",13652374,"Private Room near Forest Hills T Stop","2015-02-16","Boston, Massachusetts, United States","a few days or more","f",1,"Jamaica Plain","Apartment","Private room",1,1,1,"{""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",Essentials,""Lock on Bedroom Door"",""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$27.00","$5.00",1,1125,0,NA,NA
"86",12930651,"Sunny and quiet private room close to subway (JP)","2013-03-22","Boston, Massachusetts, United States","within a few hours","f",1,"Jamaica Plain","Apartment","Private room",2,1,1,"{TV,""Wireless Internet"",""Air Conditioning"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}","$80.00","",2,1125,12,98,3.91
"87",3997572,"Room in beautiful JP home","2012-02-24","Boston, Massachusetts, United States","within an hour","f",1,"Jamaica Plain","House","Private room",2,1,1,"{}","$85.00","",1,1125,3,100,0.12
"88",4223387,"Convenient green Victorian","2013-03-30","Boston, Massachusetts, United States","within an hour","f",1,"Jamaica Plain","House","Private room",3,1,1,"{""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}","$75.00","",1,3,43,91,1.83
"89",12855396,"Cozy room in boston neighborhood","2014-05-27","Boston, Massachusetts, United States","within a few hours","f",6,"Jamaica Plain","House","Private room",1,1,1,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating}","$57.00","",7,1125,1,20,0.44
"90",12426823,"Nice private room, full size bed","2014-07-02","Belo Horizonte, State of Minas Gerais, Brazil","N/A","f",1,"Jamaica Plain","Apartment","Private room",2,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,""24-Hour Check-in"",""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}","$100.00","",1,1125,0,NA,NA
"91",14361322,"Cozy Neighborhood Spot","2014-07-28","Boston, Massachusetts, United States","within a day","f",1,"Jamaica Plain","Apartment","Private room",1,1,1,"{""Wireless Internet"",Kitchen,""Family/Kid Friendly"",Washer,Dryer,""Lock on Bedroom Door"",Hangers}","$40.00","$5.00",1,1125,0,NA,NA
"92",2963419,"Peaceful room, garden oasis","2014-05-05","Boston, Massachusetts, United States","within a day","f",1,"Jamaica Plain","House","Private room",1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$100.00","$100.00",4,1125,20,98,0.71
"93",5904732,"Lg sunny room w/private entrance","2011-08-18","Boston, Massachusetts, United States","within a day","f",3,"Jamaica Plain","House","Private room",2,2.5,1,"{Internet,""Wireless Internet"",Kitchen,Breakfast,""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}","$70.00","$20.00",1,1125,9,93,0.53
"94",3591359,"Spacious 2 bedroom apartment (free parking)","2013-10-27","Boston, Massachusetts, United States","within an hour","t",1,"Jamaica Plain","Apartment","Entire home/apt",4,1,2,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}","$190.00","",4,1125,26,95,1.43
"95",2538536,"Beautiful bright corner unit!ioc","2014-05-27","Brookline, Massachusetts, United States","within a few hours","f",1,"Jamaica Plain","Apartment","Entire home/apt",3,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,Essentials,Shampoo}","$149.00","$50.00",7,1125,17,95,0.59
"96",4975581,"Clean Apartment in Boston","2014-03-08","St. Johnsbury, Vermont, United States","within an hour","f",1,"Jamaica Plain","Apartment","Entire home/apt",6,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}","$168.00","$120.00",3,1125,47,94,2.57
"97",4767023,"Stay in Boston's top neighborhood","2014-12-07","US","within a few hours","f",2,"Jamaica Plain","House","Entire home/apt",5,2,3,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}","$205.00","$50.00",2,1125,9,87,0.7
"98",6364042,"Bright room with queen sized bed","2011-08-18","Boston, Massachusetts, United States","within a day","f",3,"Jamaica Plain","House","Private room",2,2.5,1,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Suitable for Events"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}","$65.00","$15.00",1,1125,17,92,1.32
"99",7986179,"Spacious home in Jamaica Plain","2015-08-21","Massachusetts, United States","within a few hours","f",1,"Jamaica Plain","Apartment","Entire home/apt",2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Hangers,Iron,""Laptop Friendly Workspace""}","$75.00","$18.00",1,1125,5,92,1.5
"100",14109003,"3rd floor condo, 2 bedrooms, 2 decks","2014-10-08","Boston, Massachusetts, United States","N/A","f",1,"Jamaica Plain","Condominium","Entire home/apt",4,1,2,"{TV,""Cable TV"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,Essentials,""Laptop Friendly Workspace""}","$117.00","$15.00",1,1125,0,NA,NA
"101",1109224,"4 bedroom Victorian Condo unit","2011-12-23","Boston, Massachusetts, United States","within an hour","f",1,"Jamaica Plain","Apartment","Entire home/apt",8,2,4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$429.00","",3,60,35,91,0.95
